-1.9881,8.603,8.2364,60
-1.9812,8.6008,8.2333,72
-1.9773,8.6018,8.237,77
-1.9686,8.5982,8.2303,60
-2.0105,8.6013,8.2387,77
-2.0029,8.5992,8.2352,72
-2.0036,8.6038,8.2465,60
-1.9927,8.5982,8.2347,72
-1.986,8.5964,8.2329,72
-1.9768,8.5925,8.2254,85
-1.9794,8.599,8.241,72
-1.9652,8.5945,8.2342,77
-2.0378,8.6033,8.2504,66
-2.0293,8.6,8.2441,66
-2.0258,8.6013,8.2485,60
-2.016,8.5969,8.2399,85
-2.0105,8.5962,8.2388,72
-2.0053,8.5961,8.2399,66
-2.003,8.5983,8.2461,66
-1.9945,8.5949,8.2398,66
-1.9859,8.5912,8.2337,66
-1.9821,8.5924,8.2367,72
-1.9672,8.5871,8.2284,72
-2.0715,8.6075,8.2647,60
-2.0653,8.6061,8.2626,60
-2.0549,8.6007,8.2527,77
-2.0497,8.6006,8.2531,72
-2.0417,8.5978,8.2481,60
-2.0371,8.5981,8.2503,60
-2.0309,8.5966,8.248,60
-2.0345,8.6048,8.2667,60
-2.0173,8.5934,8.2426,72
-2.0101,8.5912,8.2397,66
-2.0068,8.5928,8.2438,60
-1.9985,8.5893,8.238,77
-1.9954,8.5911,8.2426,72
-1.9879,8.5887,8.2385,53
-1.982,8.5873,8.2374,66
-1.9769,8.5866,8.238,77
-1.9691,8.5845,8.2328,85
-2.0948,8.6066,8.2683,66
-2.0913,8.6073,8.2713,72
-2.0832,8.6045,8.2662,60
-2.0751,8.6014,8.2612,53
-2.0733,8.604,8.2683,66
-2.061,8.5973,8.255,72
-2.0543,8.5959,8.253,72
-2.0476,8.5936,8.2499,66
-2.046,8.5974,8.2581,60
-2.0378,8.5937,8.2519,60
-2.0287,8.5896,8.2447,72
-2.024,8.5902,8.2467,72
-2.0215,8.5919,8.2517,66
-2.0158,8.5914,8.2519,60
-2.002,8.5834,8.2352,66
-1.9999,8.5854,8.241,85
-1.9953,8.5862,8.2434,66
-1.9895,8.5849,8.2424,72
-1.9815,8.582,8.2372,60
-1.9746,8.58,8.234,72
-1.9722,8.5824,8.24,72
-2.1229,8.6092,8.2806,77
-2.1136,8.6049,8.2731,72
-2.1092,8.6052,8.2752,72
-2.0989,8.6008,8.2658,60
-2.0934,8.5999,8.266,66
-2.0877,8.5997,8.2661,60
-2.0847,8.6009,8.2699,66
-2.0742,8.5962,8.2609,72
-2.0717,8.598,8.2659,66
-2.0639,8.5948,8.2607,72
-2.0592,8.5954,8.2628,72
-2.0467,8.5886,8.2497,60
-2.0442,8.5903,8.2546,72
-2.0389,8.5905,8.2557,66
-2.0246,8.582,8.2381,72
-2.0268,8.5879,8.2524,72
-2.0159,8.5824,8.2422,72
-2.0155,8.5863,8.2513,66
-2.0082,8.5838,8.2478,77
-1.9998,8.5801,8.2416,77
-1.9922,8.5783,8.238,72
-1.9878,8.5785,8.24,72
-1.9812,8.5766,8.2367,66
-1.9786,8.5785,8.2431,66
-1.9693,8.5747,8.2351,77
-1.9673,8.5766,8.2413,77
-2.1454,8.6066,8.2817,60
-2.1376,8.6048,8.2773,66
-2.1335,8.6053,8.2807,72
-2.1264,8.6037,8.2775,66
-2.1206,8.6025,8.277,90
-2.1152,8.6019,8.2778,85
-2.1061,8.5982,8.27,77
-2.1031,8.5998,8.2747,72
-2.0949,8.5971,8.2702,77
-2.0887,8.5956,8.268,77
-2.0812,8.5934,8.2646,72
-2.0726,8.5895,8.2587,72
-2.0691,8.5906,8.2616,60
-2.0632,8.5903,8.2615,66
-2.0576,8.5893,8.2604,72
-2.0529,8.5897,8.2626,72
-2.0427,8.585,8.2533,60
-2.0386,8.5855,8.2558,77
-2.0335,8.5849,8.2565,72
-2.0264,8.5831,8.253,85
-2.0184,8.5803,8.248,72
-2.0114,8.5779,8.2447,85
-2.0097,8.5811,8.2521,72
-2.0006,8.5768,8.2447,85
-2.0001,8.5808,8.2551,85
-1.9898,8.5757,8.2439,103
-1.9849,8.5756,8.2449,97
-1.9761,8.5722,8.2388,77
-1.9712,8.5717,8.2397,90
-1.9623,8.5686,8.2334,90
-2.1776,8.6095,8.2923,72
-2.1727,8.6095,8.2933,66
-2.1631,8.6055,8.2857,77
-2.1567,8.6037,8.2838,77
-2.1543,8.6062,8.2899,77
-2.1492,8.6056,8.2906,72
-2.1405,8.6023,8.2845,72
-2.1341,8.6005,8.2826,72
-2.1287,8.6007,8.2835,109
-2.1193,8.5964,8.2761,97
-2.1174,8.599,8.282,77
-2.1062,8.5937,8.2719,77
-2.1057,8.5968,8.2807,72
-2.1021,8.5978,8.2843,77
-2.0892,8.5909,8.2698,97
-2.081,8.5879,8.2654,85
-2.0762,8.5875,8.2659,97
-2.075,8.5916,8.2749,90
-2.0632,8.5849,8.2616,97
-2.0596,8.5859,8.2652,109
-2.0499,8.5819,8.2577,97
-2.05,8.5859,8.2678,97
-2.0423,8.5836,8.2639,114
-2.0334,8.5797,8.2564,103
-2.0246,8.5766,8.2502,103
-2.022,8.5786,8.2566,103
-2.0148,8.5761,8.2523,121
-2.0089,8.5751,8.2513,97
-2.0028,8.5742,8.2507,109
-1.9959,8.5724,8.2469,97
-1.9924,8.5728,8.25,103
-1.9863,8.5718,8.2491,114
-1.9777,8.5685,8.2428,114
